version,mis_a_jour,ordre_pack,categorie_pack,nom_pack,payant,description_pack,ordre_carte,id_carte,titre_carte,emoji,texte_carte,type_carte,ambiance
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",38,jeux-et-defis-38,Strip,👗,Faire un strip-tease d’une chanson entière devant l’autre.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",39,jeux-et-defis-39,Photo privée,📸,Prendre ou envoyer une photo intime destinée uniquement à vous deux.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",40,jeux-et-defis-40,Vocal sexy,🎙️,Enregistrer un vocal intime de moins d’une minute et l’envoyer à l’autre.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",41,jeux-et-defis-41,Surprise,🎁,Préparer une surprise sexuelle ou sensuelle que l’autre découvre dans un espace privé.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",42,jeux-et-defis-42,Question avant,❓,Répondre chacun à une question intime avant de commencer le défi.,discussion,sensuel
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",43,jeux-et-defis-43,Échange rôles,🔁,Inverser un rôle habituel du couple pendant un défi de dix minutes.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",44,jeux-et-defis-44,Orgasme attente,⏳,Retarder l’orgasme pendant quelques minutes pour faire durer la tension.,practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",45,jeux-et-defis-45,Edging soft,📈,"Faire monter le plaisir puis ralentir avant l’orgasme, une seule fois pour tester.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",46,jeux-et-defis-46,L’un reçoit,🎁,"Pendant dix minutes, une personne reçoit du plaisir et l’autre donne sans attendre de retour.",practice,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",47,jeux-et-defis-47,Carte perso,✍️,Créer ensemble une carte personnalisée avec un titre chaud et une action précise.,discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",48,jeux-et-defis-48,Favori,⭐,Choisir une carte que vous avez aimée et programmer le moment où vous la referez.,discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",49,jeux-et-defis-49,Après le défi,🫶,"Après un défi, dire chacun ce qui a excité, surpris ou donné envie de recommencer.",discussion,aventureux
4,2026-07-06,5,Jeux & Défis,Jeux,oui,"Défis, règles et petits jeux intimes pour transformer la soirée en terrain de jeu.",50,jeux-et-defis-50,Mot secret,🛟,Choisir un mot secret qui transforme immédiatement le jeu en pause câlin.,discussion,sensuel
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",1,scenarios-01,Première rencontre,🥂,Jouer une première rencontre pendant quinze minutes avant d’autoriser le premier baiser.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",2,scenarios-02,Inconnus,🍷,Faire semblant d’être deux inconnus qui flirtent au restaurant ou à la maison.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",3,scenarios-03,Rendez-vous secret,🕵️,"Jouer une rencontre cachée dans une pièce privée, comme si personne ne devait vous surprendre.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",4,scenarios-04,Amants,💌,Jouer deux amants qui se retrouvent enfin après une longue attente.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",5,scenarios-05,Retrouvailles,✈️,Jouer une scène de retrouvailles après une absence imaginaire.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",6,scenarios-06,Chambre d’hôtel,🏨,Transformer la chambre en chambre d’hôtel et jouer une nuit loin du quotidien.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",7,scenarios-07,Vacances,🏖️,Jouer une rencontre de vacances où vous vous séduisez comme si demain n’existait pas.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",8,scenarios-08,Massage privé,💆,Jouer une scène de massage sensuel où une personne reçoit et l’autre guide l’ambiance.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",9,scenarios-09,Photo modèle,📸,Jouer photographe et modèle en prenant seulement des photos que vous acceptez tous les deux.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",10,scenarios-10,Bar,🍸,Jouer barman/barmaid et client·e qui flirtent pendant dix minutes.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",11,scenarios-11,Voisin,🏠,Jouer deux voisins adultes qui se croisent et finissent par se séduire.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",12,scenarios-12,Colocs,🛋️,Jouer deux colocs adultes qui craquent l’un pour l’autre un soir sur le canapé.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",13,scenarios-13,Confession,🗝️,Jouer une scène où l’un avoue une envie cachée et l’autre la fait préciser.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",14,scenarios-14,Tentation,🍎,Faire monter une tentation progressive sans toucher pendant les trois premières minutes.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",15,scenarios-15,Secret adulte,🤫,Jouer un secret intime entre adultes que vous devez garder jusqu’à la fin de la scène.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",16,scenarios-16,Danse privée,💃,Jouer une scène où une danse privée déclenche le premier contact.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",17,scenarios-17,Strip scène,👗,Jouer une scène de strip-tease où chaque vêtement retiré donne droit à une question ou un baiser.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",18,scenarios-18,Rendez-vous arrangé,🎭,Jouer deux adultes mis au défi de se séduire lors d’un rendez-vous arrangé fictif.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",19,scenarios-19,Pari intime,🎲,Faire un petit pari privé : le perdant réalise une envie choisie par le gagnant.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",20,scenarios-20,Défi perdu,🏳️,Jouer une scène où l’un a perdu un défi et réclame sa pénalité avec le sourire.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",21,scenarios-21,Jalousie fictive,😈,"Jouer une jalousie inventée pendant cinq minutes, puis finir par un geste rassurant.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",22,scenarios-22,Bureau fictif,💼,"Jouer une tension de bureau imaginaire, sans lien avec un vrai contexte professionnel.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",23,scenarios-23,Patron adulte,📋,Jouer une dynamique boss/assistant·e où une consigne intime devient impossible à ignorer.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",24,scenarios-24,Formation adulte,📚,Jouer une scène mentor/élève adulte où une consigne intime est donnée puis exécutée.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",25,scenarios-25,Coach,🏋️,Jouer coach et adulte entraîné·e avec trois consignes corporelles simples.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",26,scenarios-26,Star fan,⭐,Jouer star et fan adulte lors d’une rencontre privée très flirt.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",27,scenarios-27,Dom élégant,🕴️,Jouer une personne dominante et raffinée qui donne trois consignes douces.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",28,scenarios-28,Service privé,🛎️,Jouer maître/maîtresse et serviteur·se avec une demande intime très précise.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",29,scenarios-29,Royal,👑,Jouer roi/reine et favori·te adulte avec une récompense choisie avant.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",30,scenarios-30,Mission secrète,🕶️,Jouer une mission secrète où l’objectif est de séduire l’autre sans se faire “démasquer”.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",31,scenarios-31,Bal masqué,🎭,"Jouer une rencontre masquée en privé, avec un accessoire qui cache partiellement le visage.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",32,scenarios-32,Vouvoiement,🧐,Jouer toute la scène en vous vouvoyant jusqu’au premier baiser.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",33,scenarios-33,Costumes,🧥,Ajouter un costume ou un accessoire et rester dans le rôle pendant dix minutes.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",34,scenarios-34,Personnage,🎬,Inventer chacun un personnage adulte et vous présenter avant de vous toucher.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",35,scenarios-35,Plan secret,🗺️,"Une personne prépare le début, le lieu et la première phrase du scénario.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",36,scenarios-36,Sans toucher,🚫,Jouer une scène de séduction de cinq minutes sans aucun contact physique.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",37,scenarios-37,Trois consignes,3️⃣,Une personne donne trois consignes simples et l’autre choisit celle qu’elle accepte.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",38,scenarios-38,Début choisi,⏯️,L’autre décide de la phrase ou du geste qui lance la scène.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",39,scenarios-39,Oral scénarisé,👅,Intégrer une fellation ou un cunnilingus au scénario comme moment central de la scène.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",40,scenarios-40,Récompense orale,🏅,Jouer une scène où le sexe oral est une récompense explicitement choisie.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",41,scenarios-41,Punition jeu,⚖️,"Jouer une punition symbolique et sexy, sans douleur non prévue ni humiliation surprise.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",42,scenarios-42,Récompense sexy,🎁,Jouer une récompense sexuelle choisie à l’avance par la personne qui la reçoit.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",43,scenarios-43,Interrogatoire,🕵️,Jouer un interrogatoire sexy avec trois questions et une réponse obligatoire au choix.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",44,scenarios-44,Pas raisonnable,🚪,"Jouer un “on ne devrait pas” fictif, juste assez interdit pour faire monter la tension.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",45,scenarios-45,Possession verbale,🔐,Utiliser trois phrases de possession pendant une scène courte.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",46,scenarios-46,Instinctif,🐺,"Jouer une scène plus animale, avec un mot pour ralentir immédiatement.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",47,scenarios-47,Dom sans douleur,🎮,"Jouer une domination sans douleur où tout passe par la voix, le regard et les consignes.",practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",48,scenarios-48,Sub sans honte,🫶,Jouer une soumission assumée où la personne guidée se laisse entièrement mener.,practice,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",49,scenarios-49,Scénario écrit,✍️,"Écrire une scène de cinq lignes avec un début chaud, une montée et une fin très tendre.",discussion,aventureux
4,2026-07-06,6,Scénarios,Scénarios,oui,"Rôles, scènes et histoires privées pour sortir du quotidien.",50,scenarios-50,Sur mesure,🧩,Inventer un scénario avec trois envies à jouer et une phrase de départ.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",1,kinky-soft-01,Bandeau,🙈,Bander les yeux d’une personne et commencer par trois caresses très douces.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",2,kinky-soft-02,Foulard,🧣,Attacher doucement les poignets avec un foulard facile à retirer.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",3,kinky-soft-03,Menottes douces,🔗,Utiliser des menottes douces et laisser l’autre profiter de vos mains inutiles.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",4,kinky-soft-04,Sans voir,🧭,Guider l’autre par la voix pendant qu’il/elle a les yeux couverts.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",5,kinky-soft-05,Permission toucher,🙋,"Avant chaque nouvelle caresse, murmurer “je peux te toucher ici ?”.",discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",6,kinky-soft-06,Permission baiser,💋,Faire attendre le premier baiser jusqu’à entendre clairement “embrasse-moi”.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",7,kinky-soft-07,Permission jouir,⏳,Faire attendre l’orgasme jusqu’à recevoir la permission de lâcher prise.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",8,kinky-soft-08,Pas toucher,🚫,Interdire à une personne de toucher pendant cinq minutes pendant que l’autre la provoque.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",9,kinky-soft-09,Silence,🤐,"Interdire les mots pendant cinq minutes, pour ne garder que les regards et les soupirs.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",10,kinky-soft-10,Règle intime,📏,Créer une règle de jeu pour la soirée et annoncer clairement quand elle commence et finit.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",11,kinky-soft-11,Ordres doux,🗣️,"Recevoir trois consignes simples et excitantes, comme “reste là”, “regarde-moi”, “approche”.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",12,kinky-soft-12,Donner ordre,🎮,Donner trois consignes douces à l’autre et vérifier qu’elles lui plaisent.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",13,kinky-soft-13,Ne bouge pas,🗿,Rester immobile pendant deux minutes pendant que l’autre choisit les caresses.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",14,kinky-soft-14,Demande mieux,😇,"Demander une caresse ou un baiser avec une phrase complète, lente et très explicite.",discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",15,kinky-soft-15,Attente,⏳,Faire monter l’envie pendant cinq minutes sans donner tout de suite ce que l’autre réclame.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",16,kinky-soft-16,Teasing,🪄,Approcher une caresse désirée puis la retirer trois fois avant de continuer.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",17,kinky-soft-17,Baiser privé,🚫💋,Priver l’autre de baiser pendant quelques minutes puis lui offrir un long baiser.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",18,kinky-soft-18,Récompense caresse,✋,Récompenser l’autre par une caresse choisie après une consigne réussie.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",19,kinky-soft-19,Récompense orale,👅,Récompenser l’autre par une fellation ou un cunnilingus après un défi réussi.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",20,kinky-soft-20,Fessée légère,🍑,"Recevoir une fessée légère, avec une intensité maximum choisie avant.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",21,kinky-soft-21,Donner fessée,👋,Donner une fessée légère uniquement après avoir demandé l’intensité souhaitée.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",22,kinky-soft-22,Morsure douce,🦷,Tester une morsure très légère sur une zone choisie par l’autre.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",23,kinky-soft-23,Griffure douce,🐾,"Tester une griffure légère sur le dos ou les épaules, juste assez pour laisser un frisson.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",24,kinky-soft-24,Mains tenues,🤝,Maintenir doucement les mains de l’autre au-dessus de sa tête pendant quelques instants.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",25,kinky-soft-25,Contre le mur,🧱,Plaquer doucement l’autre contre un mur stable et l’embrasser sans lui laisser reprendre le dessus.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",26,kinky-soft-26,Rythme imposé,🎚️,Laisser l’autre imposer le rythme pendant trois minutes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",27,kinky-soft-27,Position choisie,🔄,Laisser l’autre choisir la prochaine position parmi deux options acceptées.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",28,kinky-soft-28,Commence quand,▶️,Laisser l’autre décider du moment exact où le contact intime commence.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",29,kinky-soft-29,Pause décidée,⏸️,"Laisser l’autre décider quand tout s’arrête, puis reprendre seulement avec un nouveau regard.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",30,kinky-soft-30,Dom douce,👑,"Jouer une domination douce où les consignes restent simples, positives et sans douleur.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",31,kinky-soft-31,Sub douce,🫶,Jouer une soumission douce où la personne guidée peut choisir entre deux consignes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",32,kinky-soft-32,Contrôle plaisir,🎛️,Laisser l’autre contrôler l’intensité du plaisir pendant cinq minutes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",33,kinky-soft-33,Contrôle orgasme,🔒,"Laisser l’autre décider quand accélérer, ralentir ou te laisser jouir.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",34,kinky-soft-34,Edging léger,📈,Faire monter le plaisir puis ralentir une fois avant de laisser la suite se décider.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",35,kinky-soft-35,Pas tout de suite,⏰,Retarder volontairement l’orgasme pendant quelques minutes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",36,kinky-soft-36,Oral bandé,👅,"Recevoir du sexe oral les yeux bandés, en se laissant guider par les sensations.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",37,kinky-soft-37,Oral mains liées,🪢,Recevoir une fellation ou un cunnilingus les mains liées avec une attache facile à retirer.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",38,kinky-soft-38,Oral sous ordre,🎯,Donner du plaisir oral en suivant trois consignes simples sur le rythme ou la pression.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",39,kinky-soft-39,Voix guide,🎙️,Être guidé·e uniquement par la voix pendant cinq minutes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",40,kinky-soft-40,Surnom intime,🏷️,Choisir un surnom sexuel et l’utiliser pendant une scène courte.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",41,kinky-soft-41,Langage direct,🌶️,Choisir trois mots plus explicites que vous acceptez d’entendre pendant l’intimité.,discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",42,kinky-soft-42,Vouvoiement,🎭,Se vouvoyer pendant toute une scène intime ou jusqu’au premier orgasme.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",43,kinky-soft-43,Glaçon,🧊,Faire glisser un glaçon enveloppé ou brièvement posé sur une zone choisie.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",44,kinky-soft-44,Plume,🪶,"Faire glisser une plume ou un tissu léger sur le cou, le ventre ou l’intérieur des bras.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",45,kinky-soft-45,Mouvement retenu,🧘,Empêcher doucement l’autre de bouger pendant deux minutes.,practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",46,kinky-soft-46,L’un décide,🕹️,"Pendant cinq minutes, une personne décide des baisers, des silences et des caresses.",practice,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",47,kinky-soft-47,Feu vert,✅,"Avant de commencer, dire chacun une envie très claire et un mot qui ralentit tout.",discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",48,kinky-soft-48,Couleurs,🚦,"Pendant le jeu, utiliser une seule fois “vert”, “orange” ou “rouge” pour régler l’intensité.",discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",49,kinky-soft-49,Check après,🫶,"Après l’expérience, dire chacun ce qui était bon, trop fort ou à refaire.",discussion,aventureux
4,2026-07-06,7,Kinky Soft,Kinky Soft,oui,"Une entrée douce dans le contrôle, l’attente, les ordres et les sensations.",50,kinky-soft-50,À refaire,⭐,Choisir une seule chose qui a vraiment plu et la refaire en version encore plus chaude.,practice,aventureux
4,2026-07-06,8,BDSM,BDSM,oui,"Domination, soumission, contraintes et intensité assumée pour couples déjà curieux.",1,bdsm-01,Safeword,🛟,Choisir un mot qui arrête tout immédiatement et le répéter avant la scène.,discussion,aventureux
4,2026-07-06,8,BDSM,BDSM,oui,"Domination, soumission, contraintes et intensité assumée pour couples déjà curieux.",2,bdsm-02,Feu tricolore,🚦,"Utiliser vert, orange et rouge pendant une scène courte de dix minutes.",practice,aventureux
4,2026-07-06,8,BDSM,BDSM,oui,"Domination, soumission, contraintes et intensité assumée pour couples déjà curieux.",3,bdsm-03,Préparer la scène,📋,"Avant la scène, écrire trois envies, une durée et le mot qui fait tout redescendre.",discussion,aventureux
